city,communityRatingStars,fitScore,gradeRange,gsRating,id,lat,lng,maxFitScore,name,numReviews,okFit,preschool,profileUrl,reviewUrl,schoolType,state,street,strongFit,zillowUrl,zipcode
Cambridge,4,0,PK-5,5,443,42.355690002441406,-71.11229705810547,0,Morse School,9,False,False,/massachusetts/cambridge/443-Morse-School/,/massachusetts/cambridge/443-Morse-School/reviews,Public district,ma,40 Granite Street,False,https://www.zillow.com/MA-02139?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2139
Boston,5,0,PK-5,5,326,42.32036209106445,-71.05949401855469,0,Russell Elementary School,1,False,False,/massachusetts/boston/326-Russell-Elementary-School/,/massachusetts/boston/326-Russell-Elementary-School/reviews,Public district,ma,750 Columbia Road,False,https://www.zillow.com/MA-02125?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2125
Roxbury Crossing,5,0,PK-8,1,296,42.33302307128906,-71.09833526611328,0,Tobin K-8 School,6,False,False,/massachusetts/roxbury-crossing/296-Tobin-K-8-School/,/massachusetts/roxbury-crossing/296-Tobin-K-8-School/reviews,Public district,ma,40 Smith Street,False,https://www.zillow.com/MA-02120?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2120
Cambridge,4,0,PK-5,6,440,42.36740493774414,-71.11266326904297,0,"Martin Luther King, Jr. School",10,False,False,"/massachusetts/cambridge/440-Martin-Luther-King,-Jr.-School/","/massachusetts/cambridge/440-Martin-Luther-King,-Jr.-School/reviews",Public district,ma,359 Broadway Avenue,False,https://www.zillow.com/MA-02139?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2139
Cambridge,5,0,9-12,6,434,42.37397384643555,-71.11186981201172,0,Cambridge Rindge and Latin School,17,False,False,/massachusetts/cambridge/434-Cambridge-Rindge-And-Latin-School/,/massachusetts/cambridge/434-Cambridge-Rindge-And-Latin-School/reviews,Public district,ma,459 Broadway,False,https://www.zillow.com/MA-02138?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2138
Chelsea,5,0,9-12,2,476,42.39988327026367,-71.03971862792969,0,Chelsea High School,2,False,False,/massachusetts/chelsea/476-Chelsea-High-School/,/massachusetts/chelsea/476-Chelsea-High-School/reviews,Public district,ma,299 Everett Avenue,False,https://www.zillow.com/MA-02150?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2150
Boston,5,0,PK-5,7,299,42.32517623901367,-71.09117126464844,0,Hale Elementary School,9,False,False,/massachusetts/boston/299-Hale-Elementary-School/,/massachusetts/boston/299-Hale-Elementary-School/reviews,Public district,ma,51 Cedar Street,False,https://www.zillow.com/MA-02119?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2119
Somerville,5,0,PK-8,5,1497,42.3917236328125,-71.09874725341797,0,Winter Hill Community School,2,False,False,/massachusetts/somerville/1497-Winter-Hill-Community-School/,/massachusetts/somerville/1497-Winter-Hill-Community-School/reviews,Public district,ma,115 Sycamore Street,False,https://www.zillow.com/MA-02145?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2145
Boston,5,0,PK-5,4,279,42.318294525146484,-71.07513427734375,0,Winthrop Elementary School,2,False,False,/massachusetts/boston/279-Winthrop-Elementary-School/,/massachusetts/boston/279-Winthrop-Elementary-School/reviews,Public district,ma,35 Brookford Street,False,https://www.zillow.com/MA-02125?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2125
Everett,4,0,K-8,6,603,42.40385818481445,-71.0577163696289,0,Sumner G. Whittier School,19,False,False,/massachusetts/everett/603-Sumner-G.-Whittier-School/,/massachusetts/everett/603-Sumner-G.-Whittier-School/reviews,Public district,ma,337 Broadway,False,https://www.zillow.com/MA-02149?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2149
Boston,5,0,PK-5,5,304,42.31758117675781,-71.04277038574219,0,Dever Elementary School,3,False,False,/massachusetts/boston/304-Dever-Elementary-School/,/massachusetts/boston/304-Dever-Elementary-School/reviews,Public district,ma,325 Mount Vernon Street,False,https://www.zillow.com/MA-02125?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2125
Boston,0,0,PK-8,4,5331,42.32053756713867,-71.08657836914062,0,Higginson/Lewis K-8,0,False,False,/massachusetts/boston/5331-Higginson-Lewis-K-8/,/massachusetts/boston/5331-Higginson-Lewis-K-8/reviews,Public district,ma,131 Walnut Avenue,False,https://www.zillow.com/MA-02119?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2119
Brookline,4,0,K-8,9,421,42.33928680419922,-71.11418151855469,0,Lawrence,18,False,False,/massachusetts/brookline/421-Lawrence/,/massachusetts/brookline/421-Lawrence/reviews,Public district,ma,27 Francis Street,False,https://www.zillow.com/MA-02446?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2446
Somerville,3,0,PK-8,5,1489,42.397254943847656,-71.09575653076172,0,Arthur D. Healey School,19,False,False,/massachusetts/somerville/1489-Arthur-D.-Healey-School/,/massachusetts/somerville/1489-Arthur-D.-Healey-School/reviews,Public district,ma,5 Meacham Street,False,https://www.zillow.com/MA-02145?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2145
Boston,4,0,PK-5,2,249,42.313621520996094,-71.0597915649414,0,Everett Elementary School,8,False,False,/massachusetts/boston/249-Everett-Elementary-School/,/massachusetts/boston/249-Everett-Elementary-School/reviews,Public district,ma,71 Pleasant Street,False,https://www.zillow.com/MA-02125?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2125
Boston,5,0,PK-1,0,347,42.31514358520508,-71.07894897460938,0,Haynes Early Education Center,9,False,False,/massachusetts/boston/347-Haynes-Early-Education-Center/,/massachusetts/boston/347-Haynes-Early-Education-Center/reviews,Public district,ma,263 Blue Hill Avenue,False,https://www.zillow.com/MA-02119?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2119
Boston,4,0,7-12,6,232,42.316795349121094,-71.08475494384766,0,Boston Latin Academy,49,False,False,/massachusetts/boston/232-Boston-Latin-Academy/,/massachusetts/boston/232-Boston-Latin-Academy/reviews,Public district,ma,205 Townsend Street,False,https://www.zillow.com/MA-02121?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2121
Cambridge,5,0,PK-5,5,433,42.38238525390625,-71.11664581298828,0,Maria L. Baldwin School,4,False,False,/massachusetts/cambridge/433-Maria-L.-Baldwin-School/,/massachusetts/cambridge/433-Maria-L.-Baldwin-School/reviews,Public district,ma,28 Sacramento Street,False,https://www.zillow.com/MA-02138?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2138
Everett,0,0,1-12,0,6233,42.40837860107422,-71.05583953857422,0,Devens School,0,False,False,/massachusetts/everett/6233-Devens-School/,/massachusetts/everett/6233-Devens-School/reviews,Public district,ma,22 Church Street,False,https://www.zillow.com/MA-02149?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2149
Boston,0,0,PK-2,0,6247,42.31767654418945,-71.0915756225586,0,Higginson,0,False,False,/massachusetts/boston/6247-Higginson/,/massachusetts/boston/6247-Higginson/reviews,Public district,ma,160 Harrishof Street,False,https://www.zillow.com/MA-02119?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2119
Everett,4,0,K-8,1,2623,42.40895080566406,-71.0537338256836,0,Parlin School,125,False,False,/massachusetts/everett/2623-Parlin-School/,/massachusetts/everett/2623-Parlin-School/reviews,Public district,ma,587 Broadway,False,https://www.zillow.com/MA-02149?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2149
Boston,3,0,K-6,2,272,42.326026916503906,-71.10681915283203,0,Hennigan Elementary School,12,False,False,/massachusetts/boston/272-Hennigan-Elementary-School/,/massachusetts/boston/272-Hennigan-Elementary-School/reviews,Public district,ma,200 Heath Street,False,https://www.zillow.com/MA-02130?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2130
Boston,5,0,PK-1,0,353,42.326026916503906,-71.10681915283203,0,Elc - West Zone,6,False,False,/massachusetts/boston/353-Elc---West-Zone/,/massachusetts/boston/353-Elc---West-Zone/reviews,Public district,ma,200 Heath Street,False,https://www.zillow.com/MA-02130?cbpartner=Great+Schools&utm_source=GreatSchools&utm_medium=referral&utm_campaign=schoolsearch,2130
