"geoid","AFFH.pov_idx","AFFH.lbr_idx","AFFH.haz_idx","AFFH.tcost_idx","AFFH.trans_idx","HUD.School.Index","ACS.total.housing.units","ACS.vacant.housing.units","ACS.rental.vacancy.rate","ACS.rented.units","ACS.rented.less.500","ACS.rented.500.999","ACS.rented.1000.1499","ACS.rented.1500.1999","ACS.rented.2000.2499","ACS.rented.2500.2999","ACS.rented.3000.more","ACS.multi.family.units","ACS.3.bedrooms","ACS.4.bedrooms","ACS.5.bedrooms","COI.ALLCOMPLEV","COI.ALLCOMPLEV.NUM","Region"
25001010100,47,75,95,79,39,25,4517,2735,"13.6",581,28,276,215,52,10,0,0,2720,586,324,89,NA,NA,"REGION 4"
25001010206,48,87,NA,58,17,99,4476,2928,"0",253,12,164,30,47,0,0,0,242,1822,712,167,NA,NA,"REGION 4"
25001010208,53,72,NA,67,0,45,3277,2457,"17.2",107,15,59,33,0,0,0,0,227,1021,721,223,NA,NA,"REGION 4"
25001010304,80,70,NA,51,15,70,2684,1723,"0",99,0,44,55,0,0,0,0,79,1403,576,47,NA,NA,"REGION 4"
25001010306,80,73,NA,58,23,70,3222,1892,"0",211,19,63,110,19,0,0,0,159,1870,405,98,NA,NA,"REGION 4"
25001010400,92,76,96,75,31,61,2421,892,"4.9",375,38,105,212,13,7,0,0,741,689,491,86,NA,NA,"REGION 4"
25001010500,84,93,97,58,0,61,2877,1525,"0",207,113,82,8,4,0,0,0,256,1069,804,180,NA,NA,"REGION 4"
25001010600,67,81,97,66,22,60,2859,1321,"8.5",263,67,109,76,11,0,0,0,325,1240,602,194,NA,NA,"REGION 4"
25001010700,67,78,96,58,15,60,4260,2982,"6.9",196,8,74,57,52,5,0,0,355,1596,874,149,NA,NA,"REGION 4"
25001010800,77,86,98,61,20,84,3682,1425,"0",324,79,108,96,41,0,0,0,211,1669,890,165,NA,NA,"REGION 4"
25001010900,68,82,98,57,26,84,4079,2064,"0",387,46,115,206,0,20,0,0,1614,1494,393,36,NA,NA,"REGION 4"
25001011002,48,58,47,64,17,59,3436,1636,"9.2",289,17,128,121,23,0,0,0,625,1310,585,244,NA,NA,"REGION 4"
25001011100,85,74,97,57,17,59,3033,1076,"5.1",236,29,24,98,85,0,0,0,142,1636,451,112,NA,NA,"REGION 4"
25001011200,76,77,98,66,24,59,3585,1912,"0",266,60,56,73,77,0,0,0,377,1452,762,262,NA,NA,"REGION 4"
25001011300,80,62,96,65,24,22,2797,1460,"0",106,0,59,20,16,11,0,0,282,1232,583,238,NA,NA,"REGION 4"
25001011400,49,87,98,63,21,22,2772,1271,"0",181,57,16,98,10,0,0,0,347,1325,439,194,NA,NA,"REGION 4"
25001011500,33,61,97,69,22,22,2867,1035,"4.9",474,112,137,127,98,0,0,0,297,1407,317,35,NA,NA,"REGION 4"
25001011600,13,41,97,70,29,22,4846,3594,"26.3",324,32,161,102,29,0,0,0,1140,1557,518,31,NA,NA,"REGION 4"
25001011700,22,77,98,63,17,22,2757,1870,"18.3",156,13,72,56,15,0,0,0,260,1115,410,84,NA,NA,"REGION 4"
25001011801,80,78,NA,64,34,22,1646,354,"0",113,2,73,15,13,0,10,0,413,562,193,24,NA,NA,"REGION 4"
25001011802,79,73,NA,60,23,22,2315,587,"15.5",124,0,27,63,34,0,0,0,120,1202,238,99,NA,NA,"REGION 4"
25001012001,65,67,NA,71,27,22,3487,692,"16.5",452,89,62,238,63,0,0,0,549,1294,241,26,NA,NA,"REGION 4"
25001012002,36,56,NA,75,25,47,3094,1718,"4",646,189,168,216,73,0,0,0,524,996,412,64,NA,NA,"REGION 4"
25001012101,72,59,NA,70,24,47,3149,825,"10.7",530,0,14,348,168,0,0,0,529,999,320,88,NA,NA,"REGION 4"
25001012102,79,60,NA,73,28,47,3467,2107,"23.3",336,40,118,85,71,0,22,0,768,1299,361,166,NA,NA,"REGION 4"
25001012200,39,73,96,56,16,NA,2736,652,"0",321,15,0,137,161,8,0,0,153,1233,724,206,NA,NA,"REGION 4"
25001012502,61,65,NA,79,32,NA,2762,1168,"10.1",653,97,187,321,48,0,0,0,926,742,396,248,NA,NA,"REGION 4"
25001012601,36,50,NA,74,23,NA,1409,113,"0",365,16,144,171,34,0,0,0,202,577,276,75,NA,NA,"REGION 4"
25001012602,15,26,NA,79,37,NA,2396,489,"10.4",865,201,150,323,153,38,0,0,592,725,529,0,NA,NA,"REGION 4"
25001012700,87,91,96,65,22,NA,3288,1323,"0",462,0,129,192,123,18,0,0,415,1574,693,50,NA,NA,"REGION 4"
25001012800,69,75,96,62,24,NA,2141,440,"0",119,32,25,41,14,0,7,0,146,1132,427,84,NA,NA,"REGION 4"
25001012900,92,59,95,61,29,NA,1980,309,"0",117,11,8,39,59,0,0,0,9,1195,263,0,NA,NA,"REGION 4"
25001013002,70,49,NA,59,19,NA,2756,1302,"0",214,0,30,52,60,43,0,29,283,1023,506,444,NA,NA,"REGION 4"
25001013100,78,81,97,53,22,NA,2672,465,"0",104,0,15,11,25,53,0,0,98,1613,499,73,NA,NA,"REGION 4"
25001013200,88,76,97,51,17,NA,2887,778,"0",122,0,0,24,98,0,0,0,0,1366,724,65,NA,NA,"REGION 4"
25001013300,84,77,96,66,22,77,2047,622,"2.4",326,82,73,114,45,12,0,0,272,728,303,55,NA,NA,"REGION 4"
25001013400,91,88,96,59,17,66,2343,785,"0",127,7,0,48,66,0,6,0,138,1000,588,148,NA,NA,"REGION 4"
25001013500,85,72,97,61,22,66,2766,312,"12",226,0,30,103,63,19,0,11,90,1480,638,118,NA,NA,"REGION 4"
25001013600,75,88,96,56,19,66,2392,276,"9.7",359,29,54,77,66,111,0,22,160,1266,342,184,NA,NA,"REGION 4"
25001013700,63,59,94,67,20,63,2303,508,"10.3",475,157,116,111,84,7,0,0,395,687,392,107,NA,NA,"REGION 4"
25001013800,38,60,95,65,17,63,2466,430,"0",308,47,78,111,16,30,26,0,273,1275,396,87,NA,NA,"REGION 4"
25001013900,41,80,96,66,28,63,3049,802,"13.9",208,41,86,14,54,13,0,0,371,1215,563,147,NA,NA,"REGION 4"
25001014002,59,77,NA,69,24,63,3178,1201,"0",428,79,128,184,29,8,0,0,291,1413,546,180,NA,NA,"REGION 4"
25001014100,88,15,97,72,0,63,473,236,"46.9",112,0,55,32,13,12,0,0,277,169,47,0,NA,NA,"REGION 4"
25001014300,68,82,96,60,24,92,3665,1838,"22.6",262,0,37,138,64,14,9,0,158,1358,864,521,NA,NA,"REGION 4"
25001014402,74,79,NA,56,20,32,3460,957,"11.3",237,11,47,83,71,0,25,0,203,1549,681,217,NA,NA,"REGION 4"
25001014500,73,57,96,59,19,57,3075,972,"0",340,0,69,131,140,0,0,0,92,1404,822,99,NA,NA,"REGION 4"
25001014600,67,49,95,58,19,57,2681,855,"16.2",308,22,88,113,27,58,0,0,211,1310,553,113,NA,NA,"REGION 4"
25001014700,78,66,93,67,22,50,3190,1399,"2",339,13,108,122,96,0,0,0,294,1478,568,73,NA,NA,"REGION 4"
25001014800,42,42,91,80,31,60,2739,944,"2.6",877,317,121,343,87,9,0,0,1001,540,486,201,NA,NA,"REGION 4"
25001014900,85,91,95,72,28,60,3033,1240,"8.3",511,64,252,121,48,18,8,0,621,935,874,304,NA,NA,"REGION 4"
25001015001,87,78,47,61,24,40,2002,326,"0",210,19,50,70,54,17,0,0,218,997,238,37,NA,NA,"REGION 4"
25001015002,45,67,NA,66,28,40,2108,525,"0",257,26,56,149,26,0,0,0,418,739,215,10,NA,NA,"REGION 4"
25001015100,68,80,97,59,20,40,2380,834,"11.6",178,39,6,82,28,13,0,10,589,1025,321,90,NA,NA,"REGION 4"
25001015200,94,76,97,57,19,40,3317,2215,"19.6",66,0,0,50,16,0,0,0,185,1606,492,159,NA,NA,"REGION 4"
25001015300,9,17,NA,90,38,NA,2012,497,"4.8",1185,288,466,369,62,0,0,0,1565,376,73,28,NA,NA,"REGION 4"
25001990000,NA,NA,NA,NA,NA,99,0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"REGION 4"
25003900100,6,5,28,95,50,20,2191,406,"10.5",1634,664,743,218,9,0,0,0,1971,342,35,27,NA,NA,"REGION 1"
25003900200,23,11,50,91,49,36,2118,183,"4.2",1541,325,941,257,0,18,0,0,1647,523,134,58,NA,NA,"REGION 1"
25003900300,50,25,81,77,34,24,1196,54,"0",241,0,204,29,0,8,0,0,453,482,164,61,NA,NA,"REGION 1"
25003900400,24,47,90,78,34,25,2347,79,"0",687,255,375,57,0,0,0,0,524,996,272,34,NA,NA,"REGION 1"
25003900500,92,83,92,62,20,36,1445,143,"0",216,0,133,45,38,0,0,0,243,584,310,147,NA,NA,"REGION 1"
25003900600,9,19,75,88,43,20,1825,218,"5.2",910,190,546,154,15,5,0,0,1245,480,146,37,NA,NA,"REGION 1"
25003900700,44,59,83,70,28,18,1319,92,"11.6",221,20,99,90,12,0,0,0,388,501,225,24,NA,NA,"REGION 1"
25003900800,78,68,92,70,33,53,2222,194,"0",141,16,20,69,28,0,8,0,194,1057,623,190,NA,NA,"REGION 1"
25003900900,45,73,75,87,47,18,2504,275,"7.7",1021,107,593,311,10,0,0,0,1068,1176,459,92,NA,NA,"REGION 1"
25003901100,93,53,84,77,19,25,1648,32,"3.1",370,127,149,94,0,0,0,0,349,758,196,10,NA,NA,"REGION 1"
25003911100,95,67,95,58,0,17,1396,233,"0",115,7,69,22,17,0,0,0,160,734,173,32,NA,NA,"REGION 1"
25003912100,53,64,94,69,25,37,3135,343,"14.7",542,101,338,86,0,0,17,0,920,1296,563,170,NA,NA,"REGION 1"
25003913100,41,53,93,76,26,41,3017,567,"9.5",827,159,464,163,30,11,0,0,1183,1086,346,153,NA,NA,"REGION 1"
25003914100,71,78,90,71,22,34,3069,640,"0",634,123,399,75,25,12,0,0,721,1229,524,129,NA,NA,"REGION 1"
25003920101,82,87,96,68,29,79,1739,359,"18.9",289,34,108,127,20,0,0,0,379,567,369,114,NA,NA,"REGION 1"
25003920102,69,87,96,65,22,79,1196,301,"11.1",242,53,65,73,39,4,0,8,283,385,344,69,NA,NA,"REGION 1"
25003921300,14,42,82,80,39,12,2475,432,"0",1164,441,553,69,37,9,0,55,1425,742,217,0,NA,NA,"REGION 1"
25003921400,43,15,94,70,26,12,958,81,"5.4",330,14,301,11,4,0,0,0,406,280,70,12,NA,NA,"REGION 1"
25003921500,41,45,94,67,17,26,1545,125,"0",476,182,222,63,9,0,0,0,634,532,195,52,NA,NA,"REGION 1"
25003922100,33,55,88,82,40,13,1481,229,"7.4",538,151,364,23,0,0,0,0,870,496,175,24,NA,NA,"REGION 1"
25003922200,74,40,95,71,29,13,1813,162,"0",495,53,331,46,54,11,0,0,689,740,137,59,NA,NA,"REGION 1"
25003922300,49,32,96,64,19,13,1015,112,"0",177,18,131,13,0,10,0,5,258,512,146,53,NA,NA,"REGION 1"
25003923100,53,73,97,64,20,9,1600,194,"0",213,66,110,37,0,0,0,0,86,769,151,51,NA,NA,"REGION 1"
25003924100,61,67,95,65,0,46,1691,764,"7.3",279,31,109,78,52,9,0,0,310,689,358,76,NA,NA,"REGION 1"
25003925100,64,74,93,73,24,46,3100,410,"0",842,114,396,229,87,16,0,0,916,1266,445,273,NA,NA,"REGION 1"
25003926100,54,79,95,64,0,49,1685,298,"0",229,34,87,82,9,17,0,0,128,750,326,47,NA,NA,"REGION 1"
25003931100,75,69,96,59,0,28,770,87,"0",34,5,25,4,0,0,0,0,59,438,101,26,NA,NA,"REGION 1"
25003931300,77,60,98,51,0,50,747,80,"0",53,5,23,22,0,3,0,0,10,360,127,34,NA,NA,"REGION 5"
25003931400,71,64,97,55,0,65,924,206,"0",14,0,8,4,2,0,0,0,6,476,127,12,NA,NA,"REGION 5"
25003932200,63,61,97,56,0,43,2064,1046,"0",56,0,13,24,16,3,0,0,21,1037,227,84,NA,NA,"REGION 5"
25003932300,83,54,97,64,17,65,1191,312,"0",119,31,54,34,0,0,0,0,115,538,170,74,NA,NA,"REGION 1"
25003933200,44,70,96,55,0,34,1212,664,"2.4",59,0,36,12,10,0,0,1,71,518,211,101,NA,NA,"REGION 1"
25003933300,64,83,96,52,0,43,1043,424,"10.6",64,0,15,44,5,0,0,0,37,343,285,94,NA,NA,"REGION 1"
25003933400,76,62,96,55,0,4,2405,1382,"8.9",82,0,59,18,5,0,0,0,69,1176,287,93,NA,NA,"REGION 5"
25003934200,83,89,95,64,0,46,880,336,"3.4",44,0,17,10,17,0,0,0,16,409,167,62,NA,NA,"REGION 1"
25003934300,79,83,94,59,0,49,1453,622,"0",89,11,44,29,5,0,0,0,66,616,362,71,NA,NA,"REGION 1"
25003935100,93,79,95,57,0,17,1708,664,"1.2",134,0,51,67,12,3,0,1,359,677,355,143,NA,NA,"REGION 1"
25003935200,41,58,46,76,33,53,2225,106,"0",314,74,173,45,9,0,13,0,470,1174,471,76,NA,NA,"REGION 1"
25003935300,46,25,47,80,38,12,2033,290,"12.2",865,166,573,117,9,0,0,0,1245,669,239,59,NA,NA,"REGION 1"
25005600100,83,78,65,89,35,61,1627,69,"0",523,113,155,126,109,14,6,0,581,506,272,73,"Very High",1,"REGION 9"
25005600202,85,77,82,85,32,68,1934,84,"0",401,14,82,157,137,11,0,0,617,643,208,71,"Moderate",0.5,"REGION 9"
25005600203,98,97,NA,79,28,61,1916,65,"0",94,34,6,0,54,0,0,0,21,793,730,133,"Very High",1,"REGION 9"
25005600204,86,80,NA,81,24,68,1313,23,"0",153,15,7,56,75,0,0,0,199,498,463,52,"Very High",1,"REGION 9"
25005610100,79,87,76,93,47,74,2289,187,"3.9",1062,44,368,474,176,0,0,0,1282,717,224,23,"Very High",1,"REGION 9"
25005610202,90,86,78,82,22,74,1886,93,"0",217,0,19,40,89,35,34,0,212,757,790,82,"Very High",1,"REGION 9"
25005610203,95,94,NA,82,35,74,2247,40,"0",273,12,26,197,26,0,0,12,379,854,669,151,"Very High",1,"REGION 9"
25005610204,84,87,NA,89,40,74,2067,54,"0",716,28,275,347,66,0,0,0,886,489,592,124,"Very High",1,"REGION 9"
25005611101,89,75,NA,80,28,48,1767,222,"28.7",244,8,32,106,98,0,0,0,283,831,360,93,"High",0.75,"REGION 9"
25005611102,69,66,NA,84,24,48,1239,21,"0",292,108,102,53,29,0,0,0,273,409,359,47,"Very High",1,"REGION 9"
25005611201,93,82,NA,82,35,48,1047,58,"0",189,0,93,65,22,9,0,0,122,601,73,36,"High",0.75,"REGION 9"
25005611202,80,59,47,84,40,48,2440,41,"11.3",294,0,51,174,53,16,0,0,389,904,447,31,"Moderate",0.5,"REGION 9"
25005612100,79,78,85,82,15,61,1714,134,"0",177,33,64,59,21,0,0,0,215,930,323,92,"Very High",1,"REGION 9"
25005612200,71,60,85,84,23,61,3266,72,"0",918,15,67,543,223,70,0,0,840,1238,555,130,"Very High",1,"REGION 9"
25005613100,71,65,83,86,36,72,2767,39,"0",543,33,280,212,18,0,0,0,678,1439,181,118,"High",0.75,"REGION 9"
25005613300,85,59,86,82,35,47,2796,77,"0",160,0,16,36,69,39,0,0,159,1347,678,80,"Very High",1,"REGION 9"
25005613400,68,49,86,84,33,30,1375,76,"0",163,20,11,59,73,0,0,0,180,712,260,24,"Moderate",0.5,"REGION 9"
25005613600,19,10,69,93,55,72,1698,99,"5.5",924,174,419,322,9,0,0,0,1171,647,142,48,"Moderate",0.5,"REGION 9"
25005613700,39,36,75,92,50,54,1957,194,"6.7",758,98,389,252,19,0,0,0,1228,572,177,65,"High",0.75,"REGION 9"
25005613800,23,11,57,96,57,70,2335,293,"5.8",1647,314,748,561,24,0,0,0,2027,596,109,13,"Low",0.25,"REGION 9"
25005613901,27,24,NA,94,56,50,1276,95,"2.8",713,173,347,137,56,0,0,0,950,452,115,0,"Moderate",0.5,"REGION 9"
25005613902,70,58,NA,87,39,28,2045,185,"11.1",408,27,206,124,51,0,0,0,716,770,222,94,"Low",0.25,"REGION 9"
25005614000,13,19,75,93,54,48,1993,168,"7.1",1310,237,575,407,91,0,0,0,1549,610,158,82,"Moderate",0.5,"REGION 9"
25005614101,39,36,85,89,35,43,2838,249,"0",954,105,389,395,49,0,16,0,1349,1025,452,61,"Moderate",0.5,"REGION 9"
25005614102,84,44,85,81,23,61,2644,214,"11.2",405,104,158,73,70,0,0,0,601,1324,368,87,"High",0.75,"REGION 9"
25005615100,84,75,89,79,22,44,2613,120,"0",131,53,19,45,14,0,0,0,332,1365,465,170,"Moderate",0.5,"REGION 9"
25005616100,76,58,89,73,17,38,2201,17,"0",60,0,50,0,10,0,0,0,13,1321,438,42,"Moderate",0.5,"REGION 9"
25005617101,74,77,90,73,19,35,1722,63,"0",170,0,21,140,0,9,0,0,157,859,340,77,"High",0.75,"REGION 9"
25005617102,86,55,91,75,0,35,1558,145,"10.4",132,22,55,47,8,0,0,0,75,926,233,53,"Low",0.25,"REGION 9"
25005630101,67,64,NA,93,56,60,1339,150,"2.6",722,7,383,289,43,0,0,0,882,303,168,4,"Very High",1,"REGION 9"
25005630102,67,36,NA,92,52,70,2038,248,"10.8",832,167,241,331,63,21,9,0,1233,647,133,25,"High",0.75,"REGION 9"
25005630200,96,89,66,83,32,80,2759,46,"0",351,17,178,74,72,10,0,0,279,1274,798,169,"Very High",1,"REGION 9"
25005630300,84,80,76,86,31,67,3065,175,"9.5",382,122,184,36,13,0,13,14,448,1298,974,107,"Very High",1,"REGION 9"
25005630400,94,90,74,92,47,67,2112,171,"19.2",456,7,244,178,0,27,0,0,648,665,271,83,"Very High",1,"REGION 9"
25005631100,57,74,55,88,41,75,3357,163,"0",652,22,144,206,211,0,20,49,636,1506,356,77,"High",0.75,"REGION 9"
25005631200,73,71,67,85,34,66,2805,53,"0",651,414,58,40,91,48,0,0,621,1121,762,84,"Very High",1,"REGION 9"
25005631300,84,81,72,90,48,69,2118,43,"1.2",803,68,317,270,86,15,32,15,811,571,371,103,"Very High",1,"REGION 9"
25005631400,17,24,44,97,61,66,1386,292,"13.8",924,57,465,402,0,0,0,0,1252,226,100,36,"Moderate",0.5,"REGION 9"
25005631500,64,45,66,91,51,66,1228,223,"19.3",459,0,181,226,52,0,0,0,657,426,130,26,"Moderate",0.5,"REGION 9"
25005631600,46,30,64,95,58,66,1610,95,"0",850,52,423,331,44,0,0,0,992,432,251,0,"Low",0.25,"REGION 9"
25005631700,86,81,80,88,45,72,2482,157,"24",300,42,135,123,0,0,0,0,439,1291,411,126,"Very High",1,"REGION 9"
25005631800,66,65,79,90,41,74,3060,233,"2.6",1088,147,379,447,115,0,0,0,1051,989,476,152,"High",0.75,"REGION 9"
25005632100,88,74,75,80,23,82,2603,46,"0",121,0,28,93,0,0,0,0,101,1578,471,168,"Very High",1,"REGION 9"
25005632200,83,74,75,80,24,82,3047,103,"0",499,106,151,16,226,0,0,0,324,1575,747,65,"Very High",1,"REGION 9"
25005633100,93,68,86,74,17,51,1999,146,"0",155,23,13,62,51,6,0,0,107,994,541,58,"Very High",1,"REGION 9"
25005633200,86,75,85,78,16,51,2270,111,"0",169,0,106,37,19,7,0,0,87,1321,351,102,"Moderate",0.5,"REGION 9"
25005640100,26,14,86,94,56,11,2201,163,"0",985,159,704,122,0,0,0,0,1064,965,282,13,"Low",0.25,"REGION 9"
25005640200,11,10,80,97,64,12,3125,379,"4.3",2112,443,1562,65,23,19,0,0,2867,962,90,25,"Very Low",0,"REGION 9"
25005640300,21,11,88,94,58,8,1738,147,"4.2",889,529,228,101,31,0,0,0,1114,649,122,33,"Very Low",0,"REGION 9"
25005640400,29,11,84,95,60,12,1390,210,"0",561,109,435,17,0,0,0,0,993,561,49,58,"Low",0.25,"REGION 9"
25005640500,24,9,72,97,68,12,2604,351,"0",1502,205,1015,282,0,0,0,0,2105,1006,57,34,"Low",0.25,"REGION 9"
25005640600,24,6,73,97,68,9,2139,241,"4.7",1304,136,1007,161,0,0,0,0,1821,948,51,33,"Very Low",0,"REGION 9"
25005640700,63,33,81,92,58,10,1369,138,"3.9",429,23,263,93,37,13,0,0,736,708,243,44,"Very Low",0,"REGION 9"
25005640800,28,23,76,95,54,12,1621,199,"2.8",638,74,535,29,0,0,0,0,1030,712,152,40,"Very Low",0,"REGION 9"
25005640901,7,11,NA,98,71,12,2559,372,"1.9",1598,270,1218,96,14,0,0,0,2404,716,61,138,"Very Low",0,"REGION 9"
25005641000,7,3,42,98,64,12,1329,179,"4.1",1025,318,650,47,10,0,0,0,1311,259,5,19,"Very Low",0,"REGION 9"
25005641101,0,0,NA,99,67,12,1236,229,"10.5",967,467,325,170,5,0,0,0,1207,152,29,74,"Very Low",0,"REGION 9"
25005641200,6,2,40,98,70,25,1555,99,"3.3",1204,234,823,129,0,18,0,0,1497,513,57,20,"Very Low",0,"REGION 9"
25005641300,5,5,61,98,70,27,2628,254,"3.5",1993,513,1297,183,0,0,0,0,2329,819,69,25,"Very Low",0,"REGION 9"
25005641400,15,2,29,97,66,9,1376,241,"0",943,251,636,56,0,0,0,0,1285,398,58,12,"Very Low",0,"REGION 9"
25005641500,27,13,63,97,69,9,1253,172,"2.7",815,179,524,112,0,0,0,0,1086,467,54,0,"Very Low",0,"REGION 9"
25005641600,36,54,74,92,56,9,1137,152,"3.3",499,13,311,175,0,0,0,0,778,619,7,33,"Low",0.25,"REGION 9"
25005641700,50,36,75,95,57,27,2226,102,"0",882,92,724,66,0,0,0,0,1154,1113,132,127,"High",0.75,"REGION 9"
25005641800,48,54,65,96,63,27,1070,159,"4.8",576,5,470,88,13,0,0,0,841,318,81,91,"High",0.75,"REGION 9"
25005641900,25,11,56,98,69,25,1274,270,"5.5",803,106,619,78,0,0,0,0,1193,330,61,28,"Low",0.25,"REGION 9"
25005642000,15,15,63,97,58,27,1686,280,"6.8",1188,226,895,58,9,0,0,0,1619,468,28,8,"Very Low",0,"REGION 9"
25005642100,27,31,84,94,56,78,2413,205,"2",1710,208,693,593,55,161,0,0,2263,792,35,0,"Moderate",0.5,"REGION 9"
25005642200,24,36,77,94,58,57,1512,173,"12.9",508,75,339,83,2,9,0,0,844,641,190,44,"Moderate",0.5,"REGION 9"
25005642300,94,81,76,86,50,56,918,36,"0",140,6,53,57,24,0,0,0,186,425,181,50,"High",0.75,"REGION 9"
25005642400,45,27,72,94,60,27,1413,108,"10.5",604,117,278,177,32,0,0,0,692,570,148,43,"Moderate",0.5,"REGION 9"
25005642500,86,58,89,86,33,56,1953,101,"0",518,36,189,275,18,0,0,0,736,849,180,35,"High",0.75,"REGION 9"
25005644101,78,64,85,86,42,54,2461,113,"0",368,22,215,83,0,48,0,0,342,1532,273,11,"Very High",1,"REGION 9"
25005644102,86,84,87,84,40,54,1903,80,"0",368,4,198,115,51,0,0,0,451,897,410,91,"Very High",1,"REGION 9"
25005644200,61,36,87,85,34,21,2994,290,"0",539,158,94,217,70,0,0,0,484,1590,313,112,"Very Low",0,"REGION 9"
25005645101,54,66,90,84,34,47,2251,380,"0",252,0,208,33,11,0,0,0,337,861,348,116,"Very Low",0,"REGION 9"
25005645102,81,61,89,79,0,51,2144,81,"0",155,64,51,18,0,22,0,0,144,1295,387,44,"Moderate",0.5,"REGION 9"
25005645103,80,76,80,79,0,47,2232,141,"0",283,11,135,80,57,0,0,0,120,1181,519,109,"Moderate",0.5,"REGION 9"
25005646101,94,55,90,81,20,62,3162,154,"0",608,79,318,193,18,0,0,0,617,1560,400,142,"High",0.75,"REGION 9"
25005646103,79,62,NA,76,0,62,2279,254,"0",242,0,133,47,62,0,0,0,259,1168,413,112,"High",0.75,"REGION 9"
25005646104,95,51,NA,73,0,62,1920,857,"0",73,0,14,15,35,0,9,0,16,744,416,121,"Low",0.25,"REGION 9"
25005650101,73,58,83,86,41,28,2230,47,"0",347,30,199,57,61,0,0,0,344,1161,210,68,"Very Low",0,"REGION 9"
25005650102,57,56,84,88,44,33,2129,104,"4.8",747,114,534,99,0,0,0,0,942,902,97,52,"Very Low",0,"REGION 9"
25005650201,82,71,84,83,22,33,1346,63,"0",387,31,224,52,72,8,0,0,384,603,127,64,"Moderate",0.5,"REGION 9"
25005650202,22,37,78,90,44,30,962,77,"5.4",277,54,177,37,6,3,0,0,356,393,59,69,"Low",0.25,"REGION 9"
25005650300,56,57,75,95,60,30,1575,70,"2.8",870,69,621,180,0,0,0,0,993,681,66,53,"Low",0.25,"REGION 9"
25005650400,39,19,69,97,68,33,1751,276,"12.1",968,38,767,163,0,0,0,0,1468,942,64,22,"Very Low",0,"REGION 9"
25005650500,32,30,66,96,67,33,1468,146,"7.1",820,16,719,76,9,0,0,0,1115,720,140,9,"Low",0.25,"REGION 9"
25005650600,9,10,72,98,70,19,1431,138,"1.8",1112,149,782,167,9,5,0,0,1402,599,46,11,"Very Low",0,"REGION 9"
25005650700,9,4,75,97,68,8,1018,217,"17.3",644,34,424,183,3,0,0,0,976,377,103,26,"Very Low",0,"REGION 9"
25005650800,11,4,62,98,70,19,1725,262,"10.1",1174,201,688,279,6,0,0,0,1604,860,65,52,"Very Low",0,"REGION 9"
25005650900,2,10,79,95,55,19,1164,51,"3.1",842,476,295,41,30,0,0,0,846,502,87,10,"Very Low",0,"REGION 9"
25005651001,61,66,85,89,34,31,1262,27,"0",525,208,83,174,54,6,0,0,496,551,114,31,"High",0.75,"REGION 9"
25005651002,35,43,87,90,45,25,1589,76,"2.3",504,103,191,200,10,0,0,0,471,780,104,65,"Moderate",0.5,"REGION 9"
25005651100,5,8,74,98,67,6,1907,292,"8.8",1156,228,720,199,0,9,0,0,1570,767,109,70,"Very Low",0,"REGION 9"
25005651200,2,14,65,96,57,8,980,140,"7.6",779,33,434,291,21,0,0,0,966,289,77,0,"Very Low",0,"REGION 9"
25005651300,12,8,75,96,58,6,1093,217,"12.5",592,58,459,71,4,0,0,0,912,233,87,51,"Very Low",0,"REGION 9"
25005651400,25,17,79,97,69,6,1397,83,"5.2",871,107,567,187,0,10,0,0,1012,441,144,37,"Very Low",0,"REGION 9"
25005651500,23,20,86,95,61,37,1345,53,"0",683,211,331,122,8,0,0,11,711,623,143,6,"Very Low",0,"REGION 9"
25005651600,32,26,77,95,64,48,1713,105,"3",622,18,440,150,14,0,0,0,843,851,230,84,"Low",0.25,"REGION 9"
25005651700,2,9,75,98,65,42,1117,181,"14.9",730,282,369,65,6,8,0,0,886,177,46,108,"Low",0.25,"REGION 9"
25005651800,3,20,55,98,57,42,1324,214,"6.3",1030,558,359,92,21,0,0,0,1263,94,9,0,"Very Low",0,"REGION 9"
25005651900,3,8,82,97,60,16,925,129,"3.2",663,225,333,105,0,0,0,0,792,238,53,9,"Very Low",0,"REGION 9"
25005652000,25,17,75,97,69,33,1202,169,"11.6",557,67,356,134,0,0,0,0,901,575,65,71,"Very Low",0,"REGION 9"
25005652100,43,50,82,96,66,43,1251,149,"10.8",487,34,334,119,0,0,0,0,706,685,129,73,"Low",0.25,"REGION 9"
25005652200,69,84,86,93,56,28,1250,38,"0",319,3,208,108,0,0,0,0,404,709,209,42,"High",0.75,"REGION 9"
25005652300,22,13,87,96,63,26,1313,56,"0",792,179,462,131,0,10,10,0,880,530,78,18,"Moderate",0.5,"REGION 9"
25005652400,26,8,86,96,65,26,1273,119,"6",685,62,543,80,0,0,0,0,1077,735,51,33,"Low",0.25,"REGION 9"
25005652500,9,17,79,98,75,16,1213,167,"12",729,107,573,49,0,0,0,0,1110,471,85,46,"Very Low",0,"REGION 9"
25005652600,5,10,75,97,67,14,1153,202,"11.9",755,126,485,135,9,0,0,0,1063,507,77,13,"Very Low",0,"REGION 9"
25005652700,12,15,75,97,67,14,1750,213,"5.7",1223,370,674,164,15,0,0,0,1524,629,109,20,"Very Low",0,"REGION 9"
25005652800,85,58,90,87,52,13,1435,69,"10.4",231,0,157,74,0,0,0,0,521,758,170,3,"Low",0.25,"REGION 9"
