"geoid","AFFH.pov_idx","AFFH.lbr_idx","AFFH.haz_idx","AFFH.tcost_idx","AFFH.trans_idx","HUD.School.Index","ACS.total.housing.units","ACS.vacant.housing.units","ACS.rental.vacancy.rate","ACS.rented.units","ACS.rented.less.500","ACS.rented.500.999","ACS.rented.1000.1499","ACS.rented.1500.1999","ACS.rented.2000.2499","ACS.rented.2500.2999","ACS.rented.3000.more","ACS.multi.family.units","ACS.3.bedrooms","ACS.4.bedrooms","ACS.5.bedrooms","COI.ALLCOMPLEV","COI.ALLCOMPLEV.NUM","Region"
25027732600,14,35,25,98,56,7,2015,235,"3.6",1534,95,663,717,59,0,0,0,1924,1117,23,36,"Very Low",0,"REGION 7"
25027732700,10,15,56,96,51,11,1902,204,"2.6",1395,184,567,628,16,0,0,0,1662,737,76,40,"Low",0.25,"REGION 7"
25027732801,76,91,NA,92,41,19,2373,224,"0",950,63,232,624,31,0,0,0,1116,789,113,0,"High",0.75,"REGION 7"
25027732802,56,72,NA,87,36,16,1747,161,"7.2",370,21,92,221,36,0,0,0,559,846,126,64,"High",0.75,"REGION 7"
25027732901,37,56,70,92,41,24,2988,263,"7.5",1334,205,640,436,53,0,0,0,1722,1091,297,25,"Low",0.25,"REGION 7"
25027732902,3,51,62,93,22,26,24,11,"0",5,0,5,0,0,0,0,0,0,15,0,0,"Very Low",0,"REGION 7"
25027733000,12,18,36,94,41,12,1465,197,"3.7",917,33,354,422,108,0,0,0,1215,592,180,22,"Very Low",0,"REGION 7"
25027733101,85,88,73,88,32,38,852,70,"7.4",144,16,100,12,16,0,0,0,239,326,103,43,"Moderate",0.5,"REGION 7"
25027733102,75,65,71,85,33,42,898,95,"0",254,27,122,95,10,0,0,0,301,416,118,12,"Moderate",0.5,"REGION 7"
25027735100,80,71,90,81,23,20,2720,160,"0",567,226,178,163,0,0,0,0,600,1179,383,98,"Low",0.25,"REGION 7"
25027735200,84,64,88,80,21,20,1819,128,"0",481,36,232,136,77,0,0,0,508,779,292,128,"Low",0.25,"REGION 7"
25027736100,94,83,78,73,18,33,981,6,"0",153,0,80,41,25,4,0,3,114,461,197,17,"High",0.75,"REGION 7"
25027736200,85,75,81,80,26,33,1482,82,"6.9",178,66,66,46,0,0,0,0,203,607,257,76,"Moderate",0.5,"REGION 7"
25027736300,81,71,62,81,26,54,992,13,"0",124,16,52,56,0,0,0,0,115,582,158,23,"High",0.75,"REGION 7"
25027736400,88,81,75,86,29,71,1287,73,"0",231,80,49,56,34,12,0,0,197,630,192,26,"High",0.75,"REGION 7"
25027736500,94,81,68,82,22,54,1978,196,"16.2",247,9,114,124,0,0,0,0,351,809,342,60,"Very High",1,"REGION 7"
25027737100,81,85,85,79,24,60,2134,34,"0",554,49,297,132,0,76,0,0,475,959,233,69,"Very High",1,"REGION 7"
25027737200,87,46,83,90,37,60,858,90,"5.5",398,75,153,105,65,0,0,0,554,266,74,31,"Very High",1,"REGION 7"
25027737300,77,62,79,79,28,60,2474,180,"15.1",408,0,177,178,42,11,0,0,532,1155,347,60,"High",0.75,"REGION 7"
25027738100,78,79,84,81,30,73,1933,196,"2.6",780,70,294,361,49,6,0,0,873,709,412,47,"High",0.75,"REGION 7"
25027738201,96,93,NA,79,28,73,1533,69,"0",275,8,23,71,137,25,11,0,171,419,530,45,"Very High",1,"REGION 7"
25027738202,60,92,NA,81,26,73,2396,107,"0",560,96,257,111,59,27,10,0,531,634,874,133,"High",0.75,"REGION 7"
25027739100,76,86,74,86,30,97,3622,361,"11.7",931,13,154,544,175,28,17,0,1091,996,906,116,"Very High",1,"REGION 7"
25027739200,62,83,74,90,36,97,2660,232,"3.3",1089,189,291,485,124,0,0,0,1357,727,361,48,"Very High",1,"REGION 7"
25027739300,84,88,75,86,35,95,1604,96,"14.3",326,0,30,220,76,0,0,0,522,598,332,54,"Very High",1,"REGION 7"
25027739400,88,93,77,85,33,95,3362,230,"10.7",857,44,212,377,61,87,31,45,871,1106,878,220,"Very High",1,"REGION 7"
25027739500,95,94,79,80,25,99,2559,0,"0",118,0,29,52,37,0,0,0,192,949,970,274,"Very High",1,"REGION 7"
25027740101,96,93,84,74,22,75,1846,7,"0",262,0,35,109,78,9,31,0,281,719,646,122,"Very High",1,"REGION 7"
25027740102,78,79,80,76,24,81,2169,58,"0",220,0,24,105,53,12,12,14,194,842,808,102,"Very High",1,"REGION 8"
25027740200,91,83,76,87,31,73,1238,80,"7",426,86,81,147,64,38,0,10,462,422,262,22,"High",0.75,"REGION 7"
25027741101,84,92,NA,81,24,77,1723,127,"0",205,96,8,72,22,7,0,0,183,507,690,117,"Very High",1,"REGION 8"
25027741102,94,96,NA,66,23,77,1814,102,"29.9",79,0,0,22,20,9,28,0,152,510,845,210,"Very High",1,"REGION 7"
25027742300,95,94,75,89,35,77,1815,70,"6.6",729,84,166,410,19,50,0,0,946,444,229,94,"Very High",1,"REGION 7"
25027742401,98,97,NA,76,28,77,1727,8,"0",26,0,0,19,7,0,0,0,0,318,1070,193,"Very High",1,"REGION 8"
25027742402,85,95,NA,89,28,77,1415,129,"4",725,0,103,410,182,16,14,0,860,322,284,22,"High",0.75,"REGION 7"
25027743100,73,87,85,81,29,70,2963,279,"7.8",471,53,214,173,0,20,0,11,477,992,979,150,"Very High",1,"REGION 7"
25027744101,80,85,77,85,36,47,3038,228,"5.1",490,47,68,202,135,0,38,0,874,670,1016,99,"High",0.75,"REGION 7"
25027744102,68,89,74,85,34,47,2032,0,"0",416,45,61,222,88,0,0,0,372,894,533,54,"High",0.75,"REGION 7"
25027744200,75,64,72,89,33,47,3082,211,"14",971,163,347,304,157,0,0,0,1023,1225,418,79,"Moderate",0.5,"REGION 7"
25027744300,24,43,60,94,44,47,1672,120,"2.4",1016,84,387,404,111,16,14,0,1027,486,155,65,"Low",0.25,"REGION 7"
25027744400,30,56,63,89,38,47,1690,90,"4.4",627,18,299,249,61,0,0,0,621,734,177,67,"Moderate",0.5,"REGION 7"
25027745100,95,77,77,84,32,70,2328,91,"0",506,67,126,213,86,14,0,0,528,997,556,72,"High",0.75,"REGION 7"
25027746100,96,85,85,71,20,69,2058,65,"0",214,0,18,145,29,22,0,0,48,667,776,120,"Very High",1,"REGION 7"
25027747101,92,72,NA,81,30,36,2053,96,"0",442,0,226,165,51,0,0,0,491,980,271,60,"High",0.75,"REGION 7"
25027747102,68,61,47,83,31,36,1575,199,"12.3",469,113,243,57,56,0,0,0,658,564,246,92,"Moderate",0.5,"REGION 7"
25027748100,60,61,82,76,26,44,1127,66,"5.3",248,26,88,80,54,0,0,0,293,462,231,56,"Low",0.25,"REGION 7"
25027749100,81,73,85,73,24,38,2685,77,"0",251,0,32,157,14,48,0,0,282,1046,702,113,"Moderate",0.5,"REGION 7"
25027749200,77,66,78,83,30,38,2224,105,"2",609,81,174,195,109,0,13,37,923,956,366,131,"Moderate",0.5,"REGION 7"
25027750100,66,63,85,84,34,40,2465,169,"6.5",1044,164,467,350,23,40,0,0,1117,969,400,110,"Low",0.25,"REGION 7"
25027750200,85,78,85,78,25,40,2804,117,"3.2",461,0,213,205,43,0,0,0,420,1328,727,71,"High",0.75,"REGION 7"
25027750300,99,33,82,82,28,40,1219,151,"6",422,52,207,135,15,0,0,13,431,542,102,83,"Low",0.25,"REGION 7"
25027751101,86,86,47,75,23,60,2285,222,"30.7",203,46,43,82,32,0,0,0,273,1250,527,57,"Very High",1,"REGION 7"
25027751102,99,86,46,74,20,60,1109,57,"0",124,0,105,19,0,0,0,0,130,473,368,32,"High",0.75,"REGION 7"
25027752100,85,78,89,80,27,22,3276,190,"0",506,47,127,285,47,0,0,0,492,1581,607,190,"Moderate",0.5,"REGION 7"
25027753100,59,65,85,79,21,28,2985,159,"0",660,70,434,156,0,0,0,0,844,1470,489,35,"Moderate",0.5,"REGION 7"
25027753200,91,81,75,81,27,21,2463,169,"4.8",587,117,259,211,0,0,0,0,683,1187,374,11,"Moderate",0.5,"REGION 7"
25027754100,70,62,82,81,26,31,2853,453,"5.3",514,104,209,157,32,12,0,0,510,1452,419,67,"Low",0.25,"REGION 7"
25027754200,35,27,59,88,37,31,1571,34,"0",822,295,453,68,0,6,0,0,930,520,67,60,"Very Low",0,"REGION 7"
25027754300,15,20,52,93,45,31,1579,369,"12.2",927,46,621,227,33,0,0,0,1343,465,206,65,"Very Low",0,"REGION 7"
25027754400,39,46,65,92,44,31,1650,128,"7.7",738,9,599,118,12,0,0,0,815,712,243,39,"Very Low",0,"REGION 7"
25027755100,39,70,78,85,34,72,1528,260,"10.4",510,0,377,125,0,0,8,0,838,468,119,33,"Moderate",0.5,"REGION 7"
25027755200,81,73,88,75,20,72,2856,87,"0",368,41,185,98,32,12,0,0,458,1460,445,38,"Moderate",0.5,"REGION 7"
25027756101,71,64,87,81,24,75,1873,150,"7.6",579,105,321,146,0,0,0,7,633,644,171,27,"Moderate",0.5,"REGION 7"
25027756102,92,84,89,72,19,75,3040,19,"0",268,0,196,72,0,0,0,0,245,1626,729,93,"Moderate",0.5,"REGION 7"
25027757100,43,51,77,84,31,31,1974,120,"4.2",966,49,598,292,27,0,0,0,1254,636,77,27,"Very Low",0,"REGION 7"
25027757200,24,14,59,93,44,23,1087,172,"7.4",805,150,415,209,16,10,0,5,901,291,96,5,"Very Low",0,"REGION 7"
25027757300,10,5,50,93,47,23,1385,177,"10.2",943,139,585,205,14,0,0,0,1184,382,22,39,"Very Low",0,"REGION 7"
25027757400,63,27,69,87,40,23,1159,133,"6.1",364,6,286,72,0,0,0,0,462,547,214,26,"Low",0.25,"REGION 7"
25027757500,59,52,86,80,27,29,1861,102,"3.8",581,106,228,125,115,0,7,0,494,846,175,15,"Low",0.25,"REGION 7"
25027758101,77,74,NA,62,25,51,804,79,"0",17,0,5,11,1,0,0,0,59,284,124,10,"Moderate",0.5,"REGION 5"
25027758102,64,80,NA,78,24,51,3184,300,"4.7",646,158,252,145,49,42,0,0,594,1239,935,191,"Very High",1,"REGION 7"
25027759100,79,62,89,72,21,25,895,68,"7.1",146,0,80,61,5,0,0,0,150,367,153,29,"Very Low",0,"REGION 7"
25027760100,82,63,89,74,23,57,1514,124,"0",247,17,158,63,0,0,9,0,226,608,202,51,"Moderate",0.5,"REGION 7"
25027761100,48,30,90,77,23,26,2275,215,"2.8",694,206,309,179,0,0,0,0,819,726,381,75,"Very Low",0,"REGION 7"
25027761200,66,87,NA,88,29,77,2380,138,"7.3",1102,64,126,237,390,197,40,48,1207,419,363,131,"Very High",1,"REGION 8"
25027761300,77,62,46,80,26,73,1421,103,"10.1",230,0,92,102,8,28,0,0,295,696,229,27,"Moderate",0.5,"REGION 7"
25027761400,73,52,NA,71,21,91,1939,71,"0",146,28,16,43,52,0,7,0,116,614,914,123,"Low",0.25,"REGION 8"
