"ZIP","long","lat"
"02163",-71.1241048134831,42.3689176193559
"02025",-70.8203980450488,42.2356036559677
"02081",-71.2607022984192,42.1463203630332
"02301",-71.0421376328977,42.077861399049
"02072",-71.1018970749897,42.1192443592841
"02421",-71.2385838902945,42.4371964368164
"02347",-70.9593380113417,41.8310306920598
"02718",-71.01068640584,41.8689345240571
"02746",-70.9330639931829,41.6599808469596
"02467",-71.1564480161422,42.3137316540452
"02130",-71.1116719953121,42.3080981664039
"01970",-70.9067728233157,42.5108844648585
"02739",-70.8173155723716,41.6695002770786
"01984",-70.880589524556,42.5996747600034
"02302",-70.9985845079286,42.0877954528023
"02341",-70.8722962136584,42.0557163785065
"02151",-71.0040775661151,42.4188700396501
"01844",-71.1889519628339,42.7331836327849
"01890",-71.1442724948079,42.4523498986306
"01913",-70.9448630321696,42.8517176102857
"02346",-70.8742312184828,41.8802442519785
"02019",-71.473957897285,42.0778907046085
"02452",-71.2197725595605,42.3937646109288
"02747",-71.008260003732,41.6516100914765
"02468",-71.2302883254682,42.3267161992187
"02118",-71.0705673938673,42.3381173947384
"01432",-71.5672080031451,42.5641597112087
"02745",-70.9472242315883,41.699328792432
"02474",-71.1566975723349,42.4198781205772
"01464",-71.6464627248333,42.5729814389627
"02126",-71.0932356558835,42.276319782539
"02576",-70.7587603286367,41.7782046770064
"01938",-70.8496307340262,42.6813668659667
"02127",-71.0420196970421,42.3356371444206
"02359",-70.8011997741856,42.0652526381758
"01879",-71.4294382870985,42.6664418681855
"02766",-71.1857464279123,41.9638534075781
"01752",-71.5467840830217,42.349598579317
"01969",-70.8934996682531,42.7210479972272
"01863",-71.3903973865333,42.6333192035723
"02777",-71.2116521978783,41.7605956721701
"02155",-71.1089499755241,42.4236050798827
"02338",-70.8620388163296,41.9909567525699
"02141",-71.08165574056,42.369911642973
"01721",-71.4684729236951,42.2571204940134
"02703",-71.2952148384908,41.9311101451442
"02332",-70.7214690530998,42.0462933116235
"02467",-71.1603430410778,42.3359121753864
"02465",-71.2273457034888,42.3474665516846
"02124",-71.0704997628857,42.2858594152537
"02210",-71.0404262504945,42.347033994897
"02724",-71.1763708017766,41.6842538186372
"01701",-71.4382162074942,42.3217062854683
"01731",-71.2768739251815,42.4580656640387
"02571",-70.705236821958,41.7578322988691
"01983",-70.9384298029763,42.6355548087446
"02360",-70.6309742198765,41.8764660398241
"01460",-71.4889000113744,42.5353090606785
"01854",-71.3465566823789,42.6494467726316
"02339",-70.8566612205964,42.1223626522416
"02045",-70.8725065346321,42.2828552060118
"01929",-70.7799205108858,42.6306705089653
"01982",-70.8518311788684,42.6278655083827
"02769",-71.2458013001007,41.8440977901764
"02702",-71.0570397821631,41.786997017475
"02791",-71.0747284594188,41.5112210038622
"01824",-71.3553973994479,42.5909910023443
"02764",-71.1593008287275,41.8560176978021
"02322",-71.0494250462637,42.1267057423989
"01742",-71.3640076257694,42.4619942067778
"02071",-71.2728544182636,42.0989190444435
"02446",-71.12146701596,42.3436005636508
"01951",-70.8340769024161,42.7684889601208
"01775",-71.5113184699387,42.4295345981597
"01832",-71.1311974659956,42.7910749877694
"02762",-71.3364270671494,42.0141169847386
"01952",-70.86191895676,42.849532705332
"01754",-71.4561554769278,42.4263604766497
"02129",-71.0636896487878,42.3789488838002
"02120",-71.0968612649544,42.3321239484259
"01876",-71.2274486525312,42.6118242749155
"02180",-71.0963172023907,42.4755113954646
"02113",-71.0554372527861,42.3652630886069
"02199",-71.0825239480011,42.3473475420287
"01835",-71.0852669185878,42.7534295169776
"02780",-71.1176615496438,41.9074962668591
"01845",-71.0866981606611,42.6713366299631
"02467",-71.173620850698,42.3260244251573
"02035",-71.2460986240334,42.0626914710815
"02143",-71.0968504078639,42.3814930166781
"02356",-71.1187332000409,42.0547602454806
"01841",-71.1649057977516,42.7103998656307
"02186",-71.084712347931,42.2408730215745
"01826",-71.300597080666,42.6832861158524
"01906",-71.0147800891835,42.4681341527991
"01907",-70.9062207712894,42.4759218344779
"02481",-71.2730270881552,42.312973848824
"02052",-71.3048760104148,42.1849010524528
"02122",-71.0538415449408,42.2955589044158
"01741",-71.3513161643389,42.5299556737616
"02364",-70.7484588991851,41.986046329227
"02770",-70.8395432338258,41.7592439153262
"02093",-71.3551647091254,42.0513778517708
"02136",-71.1260189527618,42.2542712665342
"02493",-71.3001791047381,42.3590690274712
"02222",-71.0631480434504,42.3651198044677
"02723",-71.1124238053949,41.7035094713042
"02169",-71.0182713334094,42.2400656635406
"02128",-71.0151174502816,42.3725669674138
"01901",-70.9493321189588,42.4580105373733
"01840",-71.160249181845,42.706961874145
"02478",-71.1796142635699,42.3959731586918
"02743",-70.9008980933381,41.7135103807562
"01850",-71.3027976693616,42.6560286403412
"02116",-71.0752053365213,42.3516940535383
"02142",-71.0837684795516,42.3635345972199
"01719",-71.5172092195569,42.4889577804481
"02538",-70.6599297510473,41.7785831910731
"02740",-70.9429759345489,41.6391418498853
"02150",-71.0329085229503,42.3963702085841
"02453",-71.2405943138987,42.3686800518134
"01851",-71.3359884371138,42.6282747913168
"02760",-71.336835984652,41.9698465155983
"02152",-70.9797867602192,42.3765443364528
"01922",-70.9170481994439,42.7636859904279
"01720",-71.4379618866536,42.484046476831
"01862",-71.2942813398684,42.5750623000114
"02330",-70.7559119442495,41.8738958085841
